Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A899267,*Barley,03/01/2024 02:48:00 PM,March 2024,8401 Riverstone in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees,White/White
A899276,,03/01/2024 03:09:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Neonatal,Cat,Intact Female,5 days,Domestic Shorthair,Blue
A899274,,03/01/2024 03:09:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Neonatal,Cat,Intact Male,5 days,Domestic Shorthair,Black
A899273,,03/01/2024 03:09:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Neonatal,Cat,Intact Female,5 days,Domestic Shorthair,Black
A899275,,03/01/2024 03:09:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Neonatal,Cat,Intact Male,5 days,Domestic Shorthair,Black
A899268,*Adelaide,03/01/2024 03:19:00 PM,March 2024,15000 Maha Road in Travis (TX),Stray,Injured,Cat,Intact Female,6 years,Domestic Shorthair,Calico
A899197,*Jolie,03/01/2024 03:45:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Australian Shepherd Mix,Tan/White
A899194,Sully,03/01/2024 03:45:00 PM,March 2024,715 E 8Th St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dutch Shepherd Mix,Brown Brindle/White
A899263,Gunner,03/01/2024 03:50:00 PM,March 2024,William Cannon Drive And West Gate Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Schnauzer,Gray
A899014,Hoss,03/01/2024 03:54:00 PM,March 2024,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 years,American Pit Bull Terrier,Black/Tan
A899280,,03/01/2024 04:07:00 PM,March 2024,2526 Durwood St in Austin (TX),Stray,Sick,Cat,Unknown,7 years,Domestic Longhair,Black/White
A899281,,03/01/2024 04:13:00 PM,March 2024,5705 Brook Valley Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A899283,,03/01/2024 04:41:00 PM,March 2024,1604 Frontier Valley Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black
A899290,*Gus Gus,03/01/2024 05:28:00 PM,March 2024,117 San Jacinto Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Orange Tabby
A899289,Honey,03/01/2024 05:29:00 PM,March 2024,2101 Burton Dr in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever,Gold/White
A899291,,03/01/2024 05:43:00 PM,March 2024,3317 Hint Trace in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black
A899293,,03/01/2024 06:01:00 PM,March 2024,Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A899299,A899299,03/01/2024 08:24:00 PM,March 2024,320 E 6Th St in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White
A898260,Ranger,03/02/2024 09:10:00 AM,March 2024,8512 Peacefull Hill in Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,2 years,German Shepherd,Black/Brown
A899313,King,03/02/2024 10:10:00 AM,March 2024,1486 Woodland Avenue in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black
A899314,*Hula,03/02/2024 10:16:00 AM,March 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle/Black
A877241,*Cooper,03/02/2024 11:25:00 AM,March 2024,2501 Wickersham in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Collie Smooth Mix,Tan/White
A899312,Jasper,03/02/2024 11:25:00 AM,March 2024,2501 Wickersham in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull,White/Tan
A889711,Phoenix,03/02/2024 11:25:00 AM,March 2024,2501 Wickersham in Austin (TX),Public Assist,Normal,Dog,Intact Male,8 months,Pit Bull,Brown Brindle/White
A899324,*Frida,03/02/2024 12:28:00 PM,March 2024,2Nd St And San Jacinto Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A899327,*Torta,03/02/2024 01:03:00 PM,March 2024,Highway 71 And Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,English Bulldog,Tan
A899326,Unknown,03/02/2024 01:11:00 PM,March 2024,6506 Auburndale in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A899196,,03/02/2024 02:10:00 PM,March 2024,2903 Parker Lane in Austin (TX),Stray,Injured,Dog,Intact Female,11 years,Chihuahua Shorthair Mix,Tan
A899334,Buggy,03/02/2024 03:21:00 PM,March 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico
A899336,Stuffy,03/02/2024 04:21:00 PM,March 2024,15500 Sun Light Near Way in Pflugerville (TX),Stray,Normal,Dog,Intact Female,8 years,Dachshund,Brown
A899342,Dusty,03/02/2024 06:07:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Calico
A899344,Elon,03/02/2024 06:07:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Brown Tabby
A899345,,03/02/2024 08:20:00 PM,March 2024,Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A899349,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Male,0 years,Australian Cattle Dog Mix,White
A899353,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Male,0 years,Australian Cattle Dog Mix,Brown/Black
A899351,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Female,0 years,Australian Cattle Dog Mix,White/Brown
A899356,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Female,0 years,Australian Cattle Dog Mix,White
A899354,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Female,0 years,Australian Cattle Dog Mix,Black/White
A899352,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Male,0 years,Australian Cattle Dog Mix,Tan/White
A899350,,03/03/2024 09:35:00 AM,March 2024,7201 Levander Loop Bldg A in Travis (TX),Stray,Neonatal,Dog,Intact Male,0 years,Australian Cattle Dog Mix,White
A899355,,03/03/2024 10:14:00 AM,March 2024,4611 East St Elmo in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan
A899357,Lil Swart,03/03/2024 10:24:00 AM,March 2024,614 East Koenig in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A899370,Kitten 2,03/03/2024 12:42:00 PM,March 2024,1112 Richardine Ave in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black
A899369,Kitten 1,03/03/2024 12:42:00 PM,March 2024,1112 Richardine Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black/White
A899371,,03/03/2024 12:53:00 PM,March 2024,7503 North Lamar Blvd in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Tabby
A899378,Teddy,03/03/2024 01:21:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby/White
A899376,Yin,03/03/2024 02:13:00 PM,March 2024,North 183 And Research in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Border Collie Mix,White/Black
A899377,Prince,03/03/2024 02:39:00 PM,March 2024,William Cannon And Dixie Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Tan
A898361,Joy,03/03/2024 03:13:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Gold/Tan
A880827,Max,03/03/2024 03:25:00 PM,March 2024,8604 Silverthorne St in Austin (TX),Stray,Injured,Dog,Neutered Male,1 year,Siberian Husky,Black/White
A899382,*Casserole,03/03/2024 04:07:00 PM,March 2024,Austin (TX),Stray,Injured,Cat,Intact Female,5 months,Domestic Shorthair Mix,Blue
A899389,Boss,03/03/2024 06:56:00 PM,March 2024,Guerrero Drive in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Pomeranian Mix,Brown
A786379,Bear,03/04/2024 09:52:00 AM,March 2024,Barton Springs Road And South Lamar in Austin (TX),Stray,Injured,Dog,Neutered Male,12 years,Akita Mix,Tan/Black
A899407,,03/04/2024 09:59:00 AM,March 2024,Chimney Creek Circle in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A899410,Luna,03/04/2024 10:13:00 AM,March 2024,9300 Block Of Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Siberian Husky,Gray/White
A899409,,03/04/2024 10:13:00 AM,March 2024,Davis Lane And Brodie Lane in Austin (TX),Stray,Injured,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Tan
A899411,,03/04/2024 10:18:00 AM,March 2024,300 Ferguson in Austin (TX),Stray,Injured,Cat,Intact Male,7 years,Domestic Shorthair,Black
A899418,Franklin,03/04/2024 10:24:00 AM,March 2024,701 Woodward St in Austin (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Shorthair,Blue Tabby/White
A899412,Kai Boone,03/04/2024 10:24:00 AM,March 2024,Navarro Creek Road in Travis (TX),Stray,Sick,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A899420,,03/04/2024 10:26:00 AM,March 2024,2311 Wheless Lane in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black/White
A899417,Emma,03/04/2024 11:08:00 AM,March 2024,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,9 months,German Shepherd Mix,Tan/Black
A899374,Enzo,03/04/2024 11:40:00 AM,March 2024,Elroy Rd And Kellam Rd in Travis (TX),Stray,Normal,Dog,Intact Male,11 months,Pit Bull Mix,White/Black
A899442,,03/04/2024 12:05:00 PM,March 2024,1735 Rutland Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair,Brown
A899424,*Jason,03/04/2024 12:14:00 PM,March 2024,9508 Nightstar Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Medium Hair,Brown Tabby
A899423,Travis,03/04/2024 12:14:00 PM,March 2024,9508 Nightstar Dr in Travis (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair,Blue Tabby/White
A899325,Rue,03/04/2024 12:52:00 PM,March 2024,Kramer Lane And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,Miniature Poodle Mix,Brown
A891707,Tyrus,03/04/2024 01:18:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,English Pointer/Boxer,Black Brindle/White
A899428,Louie,03/04/2024 01:37:00 PM,March 2024,5601 Brodie Ln in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Bulldog,Brown/Brown
A899439,,03/04/2024 01:42:00 PM,March 2024,4475 Brandt Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown
A899435,,03/04/2024 01:42:00 PM,March 2024,4475 Brandt Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/Black
A899438,Bacardi,03/04/2024 01:42:00 PM,March 2024,4475 Brandt Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/Brown
A899437,Camila,03/04/2024 01:42:00 PM,March 2024,4475 Brandt Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/Black
A899440,Grayson,03/04/2024 01:54:00 PM,March 2024,6608 Ashland Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair,Blue Tabby/White
A897768,*Winona,03/04/2024 02:28:00 PM,March 2024,South Turnsville Road in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Australian Cattle Dog/Bloodhound,Brown/White
A897767,*Corey,03/04/2024 02:28:00 PM,March 2024,South Turnsville Road in Travis (TX),Stray,Normal,Dog,Intact Male,6 months,Australian Cattle Dog/Bloodhound,White/Tricolor
A899098,*Paddy,03/04/2024 02:56:00 PM,March 2024,New York Avenue And East 12Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Black/White
A899446,,03/04/2024 03:12:00 PM,March 2024,1607 Pennsylvania Ave in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A899160,Pepper,03/04/2024 03:37:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Other,Intact Female,7 years,Rabbit Sh,White/Gray
A899456,Archie,03/04/2024 04:09:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby
A899454,Pippin,03/04/2024 04:30:00 PM,March 2024,7011 Mckinney Falls Parkway in Travis (TX),Stray,Normal,Cat,Spayed Female,2 years,Siamese,Seal Point/White
A895414,*Jade,03/04/2024 04:37:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A899458,*Maggie,03/04/2024 05:23:00 PM,March 2024,Cloudview Drive And Lunar Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Labrador Retriever Mix,Tan/White
A626710,King,03/04/2024 05:57:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair Mix,Tricolor
A899460,,03/04/2024 06:06:00 PM,March 2024,3614 Bill Price Road in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A899461,,03/04/2024 06:06:00 PM,March 2024,3614 Bill Price Road in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A899462,*Savvy,03/04/2024 06:14:00 PM,March 2024,1817 Oltorf in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Border Collie Mix,Black/White
A899466,,03/04/2024 07:04:00 PM,March 2024,Austin (TX),Abandoned,Neonatal,Cat,Intact Male,2 weeks,Domestic Medium Hair,Blue/White
A899467,,03/04/2024 07:04:00 PM,March 2024,Austin (TX),Abandoned,Neonatal,Cat,Intact Female,2 weeks,Domestic Medium Hair,Calico
A899465,,03/04/2024 07:04:00 PM,March 2024,Austin (TX),Abandoned,Neonatal,Cat,Intact Male,2 weeks,Domestic Medium Hair,Black/White
A899464,*Delphine,03/04/2024 07:04:00 PM,March 2024,Austin (TX),Abandoned,Neonatal,Cat,Intact Female,1 year,Domestic Shorthair,Blue Tabby/White
A899470,King Triton,03/04/2024 11:31:00 PM,March 2024,6607 Ripple Run in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Labrador Retriever Mix,Brown/White
A899471,Tyco,03/05/2024 07:38:00 AM,March 2024,606 West Slaughter Lane in Austin (TX),Stray,Injured,Dog,Intact Male,7 years,Bernese Hound/Great Dane,White/Tan
A899484,,03/05/2024 08:10:00 AM,March 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Torbie
A896910,Sampson,03/05/2024 09:07:00 AM,March 2024,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Brown Brindle/White
A899488,Gypsy,03/05/2024 10:16:00 AM,March 2024,10100 Brightling Lane in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Black/White
A899489,*Percy,03/05/2024 10:27:00 AM,March 2024,14818 Deaf Smith Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Tan/Black
A899487,Cookie,03/05/2024 10:38:00 AM,March 2024,1602 Frontier Valley Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,White/Black
A899492,Koda,03/05/2024 11:20:00 AM,March 2024,Travis (TX),Owner Surrender,Sick,Dog,Neutered Male,6 years,Siberian Husky,Black/White
A899510,*Princess Buttercup,03/05/2024 11:27:00 AM,March 2024,3305 West Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair,Torbie/White
A884594,Gordo,03/05/2024 11:47:00 AM,March 2024,Kemp Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier Mix,White/Tan
A899495,Hildegard,03/05/2024 12:05:00 PM,March 2024,Linden Street in Austin (TX),Stray,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,Brown Tabby
A899498,*Ginger,03/05/2024 12:17:00 PM,March 2024,Caddie Street in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Brown
A899499,,03/05/2024 12:52:00 PM,March 2024,5801 Ainez Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd/Anatol Shepherd,Brown/Black
A899485,Blue,03/05/2024 01:20:00 PM,March 2024,901 W Ben White Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 years,German Shepherd,Brown/Black
A851732,Mamas,03/05/2024 01:23:00 PM,March 2024,3000 Bee Creek Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,6 years,Pit Bull,Black/White
A899386,*Chile,03/05/2024 01:24:00 PM,March 2024,1007 Ogden in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A898827,Marvin,03/05/2024 02:03:00 PM,March 2024,2011 W Rundberg Ln in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black/White
A899509,,03/05/2024 02:47:00 PM,March 2024,1930 W Rundberg Ln Unit 1413 in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Orange Tabby/White
A899513,Nola,03/05/2024 03:21:00 PM,March 2024,Atx Apartments And West Anderson Lane In Parking Lot in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black
A899512,,03/05/2024 03:22:00 PM,March 2024,3322 Rr 620 in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A808639,*Gwen,03/05/2024 03:31:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Black Smoke/Black Tabby
A882480,Everest,03/05/2024 03:31:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Florida White,White
A899516,Briza,03/05/2024 03:44:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Brown
A899518,,03/05/2024 04:25:00 PM,March 2024,Palo Blanco Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,Black/White
A899195,,03/05/2024 04:25:00 PM,March 2024,Palo Blanco Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,Black/White
A899522,*Benji,03/05/2024 04:35:00 PM,March 2024,2250 Ridge Point Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A899524,*Casper,03/05/2024 04:35:00 PM,March 2024,2250 Ridge Point Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Seal Point
A899523,Gracie,03/05/2024 04:35:00 PM,March 2024,2250 Ridge Point Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A897997,*Mojo,03/05/2024 05:41:00 PM,March 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Siberian Husky,White/Gray
A899527,*Brandi,03/05/2024 05:46:00 PM,March 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Spayed Female,9 years,Feist Mix,Brown
A899528,*Misty,03/05/2024 05:46:00 PM,March 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,7 years,Chihuahua Shorthair,Black/Tan
A899534,*Briar,03/05/2024 06:12:00 PM,March 2024,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Gold/Tan
A899533,*Lady Margot,03/05/2024 06:12:00 PM,March 2024,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Gold/Tan
A899530,*Baron,03/05/2024 06:12:00 PM,March 2024,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Gold/Tan
A899532,*Stilgar,03/05/2024 06:12:00 PM,March 2024,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Gold/Tan
A899531,*Halleck,03/05/2024 06:12:00 PM,March 2024,5302 Apple Orchard Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Gold/Tan
A825625,Riley,03/05/2024 06:43:00 PM,March 2024,East St Johns And Ih35 Northbound in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,American Bulldog Mix,White/Blue
A899535,,03/05/2024 07:06:00 PM,March 2024,20905 Galilee Ct in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever/Harrier,White/Brown
A899541,,03/06/2024 07:30:00 AM,March 2024,7208 Inspiration Drive in Austin (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Calico
A899551,Bubbles,03/06/2024 07:58:00 AM,March 2024,5201 Ross Road in Travis (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White
A899554,Merle,03/06/2024 10:24:00 AM,March 2024,1705 Woodward Street in Austin (TX),Public Assist,Normal,Dog,Unknown,2 years,Border Collie,Brown/Tan
A899559,*Chico,03/06/2024 10:58:00 AM,March 2024,Second Street And San Jacinto Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,6 years,Domestic Shorthair,Black
A897234,Cocoa,03/06/2024 11:19:00 AM,March 2024,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Siamese,Chocolate Point
A899565,,03/06/2024 11:23:00 AM,March 2024,10727 Domain Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Orange Tabby/White
A899558,Unknown,03/06/2024 11:26:00 AM,March 2024,7500 Blessing Ave in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Gray
A899571,Willow,03/06/2024 12:37:00 PM,March 2024,1806 Clubview Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A897491,*Shep,03/06/2024 01:14:00 PM,March 2024,Walnut Creek Park Near North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd,Black/Brown
A899576,,03/06/2024 01:49:00 PM,March 2024,1800 East Oltorf Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby
