"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"475","A893579","Arnie","Stray","Normal","Dog","Neutered Male",2,"Return to Owner",2024-02-17,1,2021-11-23,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"476","A893579","Arnie","Stray","Normal","Dog","Neutered Male",2,"Return to Owner",2024-04-20,64,2021-11-23,4.17438726989564,0.477121254719662,0.881373587019543,0,1.4142135623731
"477","A893579","Arnie","Stray","Normal","Dog","Neutered Male",2,"Return to Owner",2024-03-13,26,2021-11-23,3.29583686600433,0.477121254719662,0.881373587019543,0,1.4142135623731
"478","A893579","Arnie","Public Assist","Normal","Dog","Intact Male",2,"Return to Owner",2024-02-17,32,2021-11-23,3.49650756146648,0.477121254719662,0.881373587019543,0,1.4142135623731
"479","A893579","Arnie","Public Assist","Normal","Dog","Intact Male",2,"Rto-Adopt",2024-02-05,20,2021-11-23,3.04452243772342,0.477121254719662,0.881373587019543,0,1.4142135623731
"480","A893579","Arnie","Public Assist","Normal","Dog","Intact Male",2,"Return to Owner",2024-03-13,57,2021-11-23,4.06044301054642,0.477121254719662,0.881373587019543,0,1.4142135623731
"481","A893677","Juice","Owner Surrender","Normal","Dog","Neutered Male",5,"Adoption",2024-03-31,12,2018-07-26,2.56494935746154,0.778151250383644,1.17435900561955,1,2.23606797749979
"482","A893711","Brownie","Owner Surrender","Normal","Dog","Intact Male",0.333333333333333,"Adoption",2024-02-13,5,2023-10-08,1.79175946922805,0.1249387366083,0.455746394408326,1,0.577350269189626
"483","A893712","Sofie","Owner Surrender","Normal","Dog","Intact Female",0.333333333333333,"Adoption",2024-02-16,8,2023-10-08,2.19722457733622,0.1249387366083,0.455746394408326,1,0.577350269189626
"484","A893746","Watson","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-04-13,26,2022-11-28,3.29583686600433,0.301029995663981,0.693147180559945,1,1
"485","A893746","Watson","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-02-17,38,2022-11-28,3.66356164612965,0.301029995663981,0.693147180559945,1,1
"486","A893773","*Mac","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-02-07,21,2022-11-28,3.09104245335832,0.301029995663981,0.693147180559945,1,1
"487","A893773","*Mac","Owner Surrender","Normal","Dog","Neutered Male",1,"Return to Owner",2024-07-02,6,2022-11-28,1.94591014905531,0.301029995663981,0.693147180559945,0,1
"488","A893791","O'Hara","Owner Surrender","Normal","Cat","Spayed Female",15,"Adoption",2024-02-27,1,2008-11-28,0.693147180559945,1.20411998265592,1.58370634629087,1,3.87298334620742
"489","A893927","*Balto","Owner Surrender","Normal","Dog","Neutered Male",1,"Transfer",2024-10-10,26,2023-01-30,3.29583686600433,0.301029995663981,0.693147180559945,0,1
"490","A893927","*Balto","Stray","Normal","Dog","Neutered Male",1,"Adoption",2024-09-10,21,2023-01-30,3.09104245335832,0.301029995663981,0.693147180559945,1,1
"491","A893952","*Million Dollar Baby","Stray","Medical","Dog","Intact Female",2,"Adoption",2024-02-15,15,2021-11-30,2.77258872223978,0.477121254719662,0.881373587019543,1,1.4142135623731
"492","A893959","*Cupid","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-03-25,18,2022-12-01,2.94443897916644,0.301029995663981,0.693147180559945,1,1
"493","A893959","*Cupid","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-06-25,91,2022-12-01,4.52178857704904,0.301029995663981,0.693147180559945,1,1
"494","A893994","Snowy","Stray","Normal","Cat","Spayed Female",6,"Adoption",2024-09-15,26,2018-02-07,3.29583686600433,0.845098040014257,1.23822631946233,1,2.44948974278318
"495","A894116","Charlie","Owner Surrender","Normal","Dog","Neutered Male",1,"Adoption",2024-01-30,0,2022-10-08,0,0.301029995663981,0.693147180559945,1,1
"496","A894170","Talula","Public Assist","Normal","Dog","Spayed Female",1,"Adoption",2024-02-23,11,2022-06-14,2.484906649788,0.301029995663981,0.693147180559945,1,1
"497","A894247","*Wesley","Stray","Normal","Dog","Neutered Male",1,"Adoption",2024-03-30,53,2023-02-06,3.98898404656427,0.301029995663981,0.693147180559945,1,1
"498","A894265","Gizmo","Owner Surrender","Normal","Cat","Neutered Male",5,"Adoption",2024-01-05,2,2018-12-05,1.09861228866811,0.778151250383644,1.17435900561955,1,2.23606797749979
"499","A894304","Oscar","Abandoned","Medical","Dog","Intact Male",2,"Adoption",2024-08-17,51,2021-12-06,3.95124371858143,0.477121254719662,0.881373587019543,1,1.4142135623731
"500","A894450","*Buddy","Stray","Normal","Dog","Neutered Male",1,"Adoption",2024-06-21,46,2023-06-06,3.85014760171006,0.301029995663981,0.693147180559945,1,1
"501","A894456","Roman","Public Assist","Normal","Dog","Intact Male",2,"Return to Owner",2024-01-23,4,2021-12-08,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"502","A894471","*Bess","Owner Surrender","Normal","Dog","Spayed Female",3,"Adoption",2024-01-28,9,2020-12-09,2.30258509299405,0.602059991327962,1.00505253874238,1,1.73205080756888
"503","A894471","*Bess","Owner Surrender","Normal","Dog","Intact Female",3,"Adoption",2024-01-16,7,2020-12-09,2.07944154167984,0.602059991327962,1.00505253874238,1,1.73205080756888
"504","A894646","Cup Cuppy","Owner Surrender","Normal","Dog","Neutered Male",10,"Adoption",2024-05-13,8,2013-12-16,2.19722457733622,1.04139268515823,1.42606243890537,1,3.16227766016838
"505","A894650","Naiya","Owner Surrender","Normal","Dog","Spayed Female",1,"Adoption",2024-04-28,22,2022-12-13,3.13549421592915,0.301029995663981,0.693147180559945,1,1
"506","A894716","Sage","Owner Surrender","Medical","Dog","Spayed Female",8,"Euthanasia",2024-01-08,0,2015-12-14,0,0.954242509439325,1.34245404645353,0,2.82842712474619
"507","A894758","Bruce","Owner Surrender","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-01-10,0,2023-10-15,0,0.0669467896306132,0.342346584848305,1,0.408248290463863
"508","A894836","Buddy","Owner Surrender","Normal","Dog","Neutered Male",0.25,"Adoption",2024-01-13,1,2023-09-16,0.693147180559945,0.0969100130080564,0.405465108108164,1,0.5
"509","A894836","Buddy","Owner Surrender","Normal","Dog","Neutered Male",0.333333333333333,"Adoption",2024-01-27,5,2023-09-16,1.79175946922805,0.1249387366083,0.455746394408326,1,0.577350269189626
"510","A894849","Chaos","Public Assist","Normal","Dog","Intact Female",1,"Return to Owner",2024-08-12,7,2022-12-16,2.07944154167984,0.301029995663981,0.693147180559945,0,1
"511","A894873","Bubba","Public Assist","Normal","Dog","Intact Male",4,"Euthanasia",2024-01-25,7,2020-01-02,2.07944154167984,0.698970004336019,1.09861228866811,0,2
"512","A894943","Walter","Owner Surrender","Normal","Cat","Neutered Male",2,"Adoption",2024-01-20,1,2021-12-18,0.693147180559945,0.477121254719662,0.881373587019543,1,1.4142135623731
"513","A895332","*Cheeto","Stray","Normal","Dog","Intact Female",1,"Adoption",2024-03-12,61,2022-12-27,4.12713438504509,0.301029995663981,0.693147180559945,1,1
"514","A895359","*Sylvester","Stray","Normal","Dog","Intact Male",1,"Adoption",2024-10-15,263,2022-12-27,5.57594910314632,0.301029995663981,0.693147180559945,1,1
"515","A895375","Louie","Stray","Normal","Dog","Intact Male",1,"Adoption",2024-02-28,22,2022-12-28,3.13549421592915,0.301029995663981,0.693147180559945,1,1
"516","A895474","Coffee","Public Assist","Normal","Dog","Intact Male",6,"Rto-Adopt",2024-08-27,5,2018-08-22,1.79175946922805,0.845098040014257,1.23822631946233,0,2.44948974278318
"517","A895479","*Boot Scootin'","Public Assist","Normal","Dog","Intact Female",1,"Adoption",2024-07-29,45,2022-12-29,3.8286413964891,0.301029995663981,0.693147180559945,1,1
"518","A895484","Saskia","Stray","Normal","Dog","Spayed Female",1,"Adoption",2024-01-30,7,2022-12-29,2.07944154167984,0.301029995663981,0.693147180559945,1,1
"519","A895575","*Nobi","Stray","Medical","Cat","Intact Female",0.416666666666667,"Adoption",2024-02-03,33,2023-09-01,3.52636052461616,0.151267675330649,0.498042602598196,1,0.645497224367903
"520","A895576","Zeus","Public Assist","Normal","Dog","Intact Male",3,"Return to Owner",2024-01-02,1,2020-07-02,0.693147180559945,0.602059991327962,1.00505253874238,0,1.73205080756888
"521","A895589","Tigger","Stray","Medical","Dog","Intact Female",15,"Return to Owner",2024-01-02,1,2008-12-01,0.693147180559945,1.20411998265592,1.58370634629087,0,3.87298334620742
"522","A895603","Brad","Public Assist","Normal","Dog","Intact Male",10,"Adoption",2024-01-10,9,2014-01-10,2.30258509299405,1.04139268515823,1.42606243890537,1,3.16227766016838
"523","A895610","*Ansley","Owner Surrender","Normal","Dog","Spayed Female",1,"Adoption",2024-10-20,101,2023-09-26,4.62497281328427,0.301029995663981,0.693147180559945,1,1
"524","A895610","*Ansley","Stray","Normal","Dog","Intact Female",0.416666666666667,"Adoption",2024-03-03,62,2023-09-26,4.14313472639153,0.151267675330649,0.498042602598196,1,0.645497224367903
"525","A895610","*Ansley","Stray","Normal","Dog","Intact Female",0.333333333333333,"Adoption",2024-02-05,35,2023-09-26,3.58351893845611,0.1249387366083,0.455746394408326,1,0.577350269189626
"526","A895610","*Ansley","Stray","Normal","Dog","Spayed Female",0.416666666666667,"Adoption",2024-03-03,27,2023-09-26,3.3322045101752,0.151267675330649,0.498042602598196,1,0.645497224367903
"527","A895610","*Ansley","Stray","Normal","Dog","Spayed Female",1,"Adoption",2024-10-20,258,2023-09-26,5.55682806169954,0.301029995663981,0.693147180559945,1,1
"528","A895610","*Ansley","Stray","Normal","Dog","Spayed Female",0.333333333333333,"Adoption",2024-02-05,0,2023-09-26,0,0.1249387366083,0.455746394408326,1,0.577350269189626
"529","A895611",NA,"Stray","Normal","Dog","Intact Female",0.25,"Adoption",2024-01-12,11,2023-10-01,2.484906649788,0.0969100130080564,0.405465108108164,1,0.5
"530","A895627","Chopper","Public Assist","Behavior","Dog","Neutered Male",2,"Euthanasia",2024-09-09,45,2022-05-02,3.8286413964891,0.477121254719662,0.881373587019543,0,1.4142135623731
"531","A895627","Chopper","Stray","Normal","Dog","Intact Male",1,"Rto-Adopt",2024-04-15,5,2022-05-02,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"532","A895627","Chopper","Stray","Normal","Dog","Intact Male",2,"Euthanasia",2024-09-09,152,2022-05-02,5.03043792139244,0.477121254719662,0.881373587019543,0,1.4142135623731
"533","A895627","Chopper","Stray","Normal","Dog","Intact Male",1,"Rto-Adopt",2024-04-15,104,2022-05-02,4.65396035015752,0.301029995663981,0.693147180559945,0,1
"534","A895627","Chopper","Stray","Normal","Dog","Intact Male",1,"Return to Owner",2024-01-03,1,2022-05-02,0.693147180559945,0.301029995663981,0.693147180559945,0,1
"535","A895628","*Dot Dot","Stray","Medical","Dog","Intact Female",2,"Adoption",2024-03-03,61,2022-01-02,4.12713438504509,0.477121254719662,0.881373587019543,1,1.4142135623731
"536","A895629","Dutches","Abandoned","Normal","Dog","Intact Female",2,"Return to Owner",2024-01-13,11,2022-01-02,2.484906649788,0.477121254719662,0.881373587019543,0,1.4142135623731
"537","A895635","Stevie","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-01-08,6,2023-10-08,1.94591014905531,0.0969100130080564,0.405465108108164,1,0.5
"538","A895636","*Nubbins","Stray","Medical","Cat","Intact Male",0.166666666666667,"Adoption",2024-02-29,58,2023-12-23,4.07753744390572,0.0669467896306132,0.342346584848305,1,0.408248290463863
"539","A895639",NA,"Stray","Normal","Cat","Intact Male",1,"Adoption",2024-01-10,8,2023-01-02,2.19722457733622,0.301029995663981,0.693147180559945,1,1
"540","A895640","Tony","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-01-10,8,2023-01-02,2.19722457733622,0.301029995663981,0.693147180559945,1,1
"541","A895641","Sebastian","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-01-08,6,2023-01-02,1.94591014905531,0.301029995663981,0.693147180559945,1,1
"542","A895654","Rilee","Stray","Normal","Dog","Intact Female",0.916666666666667,"Adoption",2024-02-13,42,2023-03-02,3.76120011569356,0.282546589969968,0.67163091077255,1,0.957427107756338
"543","A895656",NA,"Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-01-05,3,2023-10-31,1.38629436111989,0.0669467896306132,0.342346584848305,1,0.408248290463863
"544","A895657","*Cinnamon","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-02-04,33,2023-11-17,3.52636052461616,0.0669467896306132,0.342346584848305,1,0.408248290463863
"545","A895658","Myla","Owner Surrender","Normal","Cat","Intact Female",0.25,"Adoption",2024-02-06,35,2023-11-06,3.58351893845611,0.0969100130080564,0.405465108108164,1,0.5
"546","A895659","*Nutmeg","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-02-01,30,2023-11-30,3.43398720448515,0.0669467896306132,0.342346584848305,1,0.408248290463863
"547","A895660","*Clove","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-01-30,28,2023-11-17,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"548","A895661","*Cardamom","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-02-04,33,2023-11-17,3.52636052461616,0.0669467896306132,0.342346584848305,1,0.408248290463863
"549","A895662","*Fennel","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-02-01,30,2023-11-30,3.43398720448515,0.0669467896306132,0.342346584848305,1,0.408248290463863
"550","A895663","*Pepper","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-01-30,28,2023-11-17,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"551","A895664","Midas","Public Assist","Normal","Dog","Intact Male",2,"Return to Owner",2024-04-23,6,2022-01-02,1.94591014905531,0.477121254719662,0.881373587019543,0,1.4142135623731
"552","A895668",NA,"Stray","Normal","Cat","Intact Male",0.416666666666667,"Transfer",2024-01-08,6,2023-08-02,1.94591014905531,0.151267675330649,0.498042602598196,0,0.645497224367903
"553","A895669",NA,"Stray","Normal","Cat","Intact Female",1,"Transfer",2024-01-04,2,2023-01-02,1.09861228866811,0.301029995663981,0.693147180559945,0,1
"554","A895674","Bronco","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-01-11,9,2023-01-02,2.30258509299405,0.301029995663981,0.693147180559945,1,1
"555","A895675",NA,"Stray","Normal","Cat","Intact Female",1,"Transfer",2024-01-08,6,2023-01-02,1.94591014905531,0.301029995663981,0.693147180559945,0,1
"556","A895676",NA,"Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-01-11,9,2023-10-11,2.30258509299405,0.0969100130080564,0.405465108108164,1,0.5
"557","A895677","June","Owner Surrender","Normal","Cat","Intact Female",5,"Adoption",2024-01-04,2,2019-01-02,1.09861228866811,0.778151250383644,1.17435900561955,1,2.23606797749979
"558","A895678","Bean","Owner Surrender","Normal","Cat","Intact Female",1,"Adoption",2024-01-10,8,2022-07-02,2.19722457733622,0.301029995663981,0.693147180559945,1,1
"559","A895680","Phoenix Tygga / Merlin","Owner Surrender","Normal","Cat","Intact Male",2,"Adoption",2024-01-14,12,2022-01-02,2.56494935746154,0.477121254719662,0.881373587019543,1,1.4142135623731
"560","A895689","Girl","Stray","Normal","Dog","Intact Female",0.583333333333333,"Adoption",2024-01-11,9,2023-06-02,2.30258509299405,0.199572354905204,0.567449377001813,1,0.763762615825973
"561","A895691","Romeo","Owner Surrender","Medical","Dog","Intact Male",0.583333333333333,"Adoption",2024-02-12,40,2023-07-14,3.71357206670431,0.199572354905204,0.567449377001813,1,0.763762615825973
"562","A895692","Chip","Stray","Normal","Dog","Intact Male",5,"Adoption",2024-01-25,23,2019-01-25,3.17805383034795,0.778151250383644,1.17435900561955,1,2.23606797749979
"563","A895696","Lalay","Owner Surrender","Normal","Cat","Neutered Male",2,"Adoption",2024-01-20,4,2022-01-02,1.6094379124341,0.477121254719662,0.881373587019543,1,1.4142135623731
"564","A895696","Lalay","Owner Surrender","Normal","Cat","Neutered Male",2,"Adoption",2024-01-11,9,2022-01-02,2.30258509299405,0.477121254719662,0.881373587019543,1,1.4142135623731
"565","A895697","Rose","Public Assist","Normal","Cat","Spayed Female",10,"Return to Owner",2024-01-04,2,2013-12-08,1.09861228866811,1.04139268515823,1.42606243890537,0,3.16227766016838
"566","A895698","Linda","Public Assist","Normal","Cat","Spayed Female",7,"Return to Owner",2024-01-04,2,2017-01-03,1.09861228866811,0.903089986991944,1.29356246522598,0,2.64575131106459
"567","A895710",NA,"Stray","Normal","Dog","Intact Female",0.0833333333333333,"Transfer",2024-01-03,0,2023-11-21,0,0.0347621062592119,0.253614663173636,0,0.288675134594813
"568","A895723",NA,"Stray","Normal","Cat","Unknown",0.666666666666667,"Transfer",2024-01-08,5,2023-05-03,1.79175946922805,0.221848749616356,0.596909690446534,0,0.816496580927726
"569","A895728",NA,"Stray","Normal","Cat","Unknown",0.416666666666667,"Transfer",2024-01-08,5,2023-08-03,1.79175946922805,0.151267675330649,0.498042602598196,0,0.645497224367903
"570","A895736","Toshiro","Stray","Normal","Cat","Intact Male",3,"Adoption",2024-02-10,38,2021-01-03,3.66356164612965,0.602059991327962,1.00505253874238,1,1.73205080756888
"571","A895739","Ivy","Owner Surrender","Normal","Dog","Intact Female",5,"Adoption",2024-07-25,204,2018-10-03,5.32300997913841,0.778151250383644,1.17435900561955,1,2.23606797749979
"572","A895739","Ivy","Owner Surrender","Normal","Dog","Spayed Female",5,"Transfer",2024-08-21,19,2018-10-03,2.99573227355399,0.778151250383644,1.17435900561955,0,2.23606797749979
"573","A895743","*Artemist","Stray","Medical","Dog","Intact Male",4,"Adoption",2024-03-18,75,2019-11-23,4.33073334028633,0.698970004336019,1.09861228866811,1,2
"574","A895744","*Calzone","Stray","Normal","Dog","Intact Male",7,"Transfer",2024-05-22,140,2017-03-08,4.94875989037817,0.903089986991944,1.29356246522598,0,2.64575131106459
"575","A895746","Phoenix","Public Assist","Normal","Dog","Intact Female",4,"Return to Owner",2024-01-16,5,2020-01-04,1.79175946922805,0.698970004336019,1.09861228866811,0,2
"576","A895748","Cooper","Owner Surrender","Normal","Dog","Neutered Male",2,"Adoption",2024-01-06,3,2022-01-03,1.38629436111989,0.477121254719662,0.881373587019543,1,1.4142135623731
"577","A895750","*Thumbelina","Stray","Normal","Cat","Intact Female",2,"Adoption",2024-01-19,16,2022-01-03,2.83321334405622,0.477121254719662,0.881373587019543,1,1.4142135623731
