Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A903806,,05/04/2024 05:52:00 PM,May 2024,04/13/2024,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tiger/Black
A903805,,05/04/2024 05:52:00 PM,May 2024,04/13/2024,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tiger/Black
A902797,*Mcconaughey,05/04/2024 07:00:00 PM,May 2024,04/22/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A903796,Apollo,05/04/2024 07:12:00 PM,May 2024,05/04/2023,Return to Owner,,Dog,Intact Male,1 year,Pit Bull,Brown
A902657,,05/05/2024 08:18:00 AM,May 2024,04/04/2024,Died,In Foster,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange
A903470,,05/05/2024 09:04:00 AM,May 2024,04/27/2024,Died,In Kennel,Cat,Unknown,1 weeks,Domestic Shorthair,Black
A898494,*Penny,05/05/2024 01:00:00 PM,May 2024,02/15/2022,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Gold/Tan
A903103,*Skateboard,05/05/2024 01:19:00 PM,May 2024,04/25/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A903879,Dexter,05/05/2024 01:31:00 PM,May 2024,05/05/2011,Return to Owner,,Dog,Neutered Male,13 years,Standard Schnauzer Mix,White
A899811,*Galileo,05/05/2024 02:28:00 PM,May 2024,03/11/2022,Adoption,,Cat,Neutered Male,2 years,Himalayan,Seal Point/White
A903789,Fiona,05/05/2024 02:30:00 PM,May 2024,11/03/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Calico/White
A903241,*Reeves,05/05/2024 02:49:00 PM,May 2024,04/27/2020,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Cream Tabby
A903765,Coco,05/05/2024 03:38:00 PM,May 2024,05/02/2022,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tricolor
A903782,,05/05/2024 03:39:00 PM,May 2024,11/03/2023,Transfer,Partner,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,White/Black
A900367,Daisy,05/05/2024 03:41:00 PM,May 2024,03/19/2019,Return to Owner,,Dog,Spayed Female,5 years,Labrador Retriever,White/White
A903957,,05/05/2024 03:52:00 PM,May 2024,04/23/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Black
A903958,,05/05/2024 03:53:00 PM,May 2024,04/23/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
A903959,,05/05/2024 03:54:00 PM,May 2024,04/23/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Black
A903972,,05/05/2024 04:02:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Silver Lynx Point
A903974,,05/05/2024 04:03:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Silver Lynx Point
A903976,,05/05/2024 04:03:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Black
A903975,,05/05/2024 04:03:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A834601,June,05/05/2024 04:03:00 PM,May 2024,05/10/2021,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Cream
A903980,,05/05/2024 04:04:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby/White
A903982,,05/05/2024 04:05:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby/White
A903981,,05/05/2024 04:05:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie
A897987,Blue,05/05/2024 04:12:00 PM,May 2024,01/29/2016,Adoption,,Dog,Neutered Male,8 years,Pit Bull,Brown Brindle/White
A903467,*Obsidian,05/05/2024 05:16:00 PM,May 2024,04/29/2023,Transfer,Partner,Cat,Intact Female,1 year,Domestic Medium Hair,Black
A903469,,05/05/2024 05:17:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair,Black
A903468,,05/05/2024 05:17:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair,Tortie
A897576,*Andy,05/05/2024 05:30:00 PM,May 2024,09/04/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A900501,Maggie,05/05/2024 05:33:00 PM,May 2024,05/06/2016,Adoption,,Dog,Spayed Female,8 years,Australian Cattle Dog/American Foxhound,White/Black
A900055,Porcelain,05/05/2024 06:31:00 PM,May 2024,04/13/2023,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A903954,,05/05/2024 06:35:00 PM,May 2024,05/05/2014,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby
A902981,*Margo,05/05/2024 06:45:00 PM,May 2024,02/11/2024,Adoption,,Dog,Spayed Female,2 months,Treeing Cur/Pit Bull,Brown Brindle/White
A774030,Stanley,05/05/2024 06:58:00 PM,May 2024,06/09/2016,Return to Owner,,Dog,Intact Male,7 years,Miniature Schnauzer Mix,White
A902699,Shadow,05/06/2024 12:00:00 AM,May 2024,11/20/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A903862,,05/06/2024 07:38:00 AM,May 2024,05/03/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black
A903674,,05/06/2024 07:38:00 AM,May 2024,05/01/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black
A900826,,05/06/2024 07:39:00 AM,May 2024,03/25/2023,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Calico
A903790,Grayson,05/06/2024 07:39:00 AM,May 2024,05/03/2021,Transfer,Snr,Cat,Intact Male,3 years,Domestic Shorthair,Blue Tabby
A903736,,05/06/2024 08:31:00 AM,May 2024,05/02/2023,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Calico
A903775,,05/06/2024 08:31:00 AM,May 2024,05/02/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Tortie
A903767,,05/06/2024 08:31:00 AM,May 2024,05/02/2022,Transfer,Snr,Cat,Unknown,2 years,Domestic Medium Hair,Blue/White
A903720,,05/06/2024 08:31:00 AM,May 2024,05/02/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby
A902943,*Joan,05/06/2024 10:20:00 AM,May 2024,04/23/2022,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A903379,,05/06/2024 11:51:00 AM,May 2024,04/29/2022,Transfer,Partner,Dog,Intact Female,2 years,Miniature Schnauzer/Miniature Poodle,Cream
A903378,,05/06/2024 11:51:00 AM,May 2024,04/29/2023,Transfer,Partner,Dog,Intact Male,1 year,Miniature Schnauzer/Miniature Poodle,Gray/White
A903999,Padme,05/06/2024 12:56:00 PM,May 2024,11/05/2011,Return to Owner,,Dog,Spayed Female,12 years,Australian Shepherd/Australian Cattle Dog,Black/White
A821913,Forest,05/06/2024 01:17:00 PM,May 2024,03/22/2020,Return to Owner,,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Black
A903931,Chia,05/06/2024 01:18:00 PM,May 2024,05/04/2022,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black
A903929,Frijolito,05/06/2024 01:18:00 PM,May 2024,05/04/2022,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Brown/White
A902871,,05/06/2024 01:24:00 PM,May 2024,04/17/2024,Euthanasia,Suffering,Dog,Intact Female,2 weeks,Great Pyrenees Mix,White/Brown
A903764,,05/06/2024 01:24:00 PM,May 2024,05/02/2023,Disposal,,Other,Unknown,1 year,Rabbit Sh,Chocolate/White
A904013,,05/06/2024 01:39:00 PM,May 2024,04/06/2024,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Longhair,Brown Tabby
A903807,,05/06/2024 01:40:00 PM,May 2024,04/03/2024,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie
A902865,Kelsier,05/06/2024 01:41:00 PM,May 2024,04/23/2023,Adoption,,Dog,Intact Male,1 year,Border Collie,Black/White
A904015,,05/06/2024 02:01:00 PM,May 2024,04/29/2024,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair,Black
A904014,,05/06/2024 02:01:00 PM,May 2024,04/29/2024,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair,Orange
A904035,,05/06/2024 02:01:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Lynx Point
A904039,,05/06/2024 02:02:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Black
A904038,,05/06/2024 02:02:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby
A904037,,05/06/2024 02:02:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Lynx Point
A904036,,05/06/2024 02:02:00 PM,May 2024,04/21/2024,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Lynx Point
A904062,,05/06/2024 02:08:00 PM,May 2024,04/27/2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Blue
A899170,Dr. Derp,05/06/2024 02:16:00 PM,May 2024,04/29/2023,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Great Dane,Black
A899528,*Misty,05/06/2024 03:47:00 PM,May 2024,03/05/2017,Adoption,Foster,Dog,Spayed Female,7 years,Chihuahua Shorthair,Black/Tan
A903291,*Dhalia,05/06/2024 04:06:00 PM,May 2024,04/28/2022,Adoption,,Dog,Spayed Female,2 years,Australian Shepherd/Labrador Retriever,White
A903529,Junior,05/06/2024 04:17:00 PM,May 2024,04/30/2023,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A903721,Harley,05/06/2024 04:29:00 PM,May 2024,05/02/2023,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Chihuahua Longhair,Tan/Cream
A903542,,05/06/2024 04:36:00 PM,May 2024,02/15/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A902927,*Carrie,05/06/2024 04:37:00 PM,May 2024,08/23/2023,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever,White
A903541,,05/06/2024 04:44:00 PM,May 2024,02/15/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A901583,*Snowshoe,05/06/2024 05:05:00 PM,May 2024,04/04/2021,Adoption,,Dog,Neutered Male,3 years,Siberian Husky Mix,Black/White
A903520,*Snuggles,05/06/2024 05:10:00 PM,May 2024,03/01/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Buff
A903519,Pearl,05/06/2024 05:13:00 PM,May 2024,03/01/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A903926,Max,05/06/2024 05:15:00 PM,May 2024,04/04/2023,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever Mix,White/Tan
A903983,,05/06/2024 05:16:00 PM,May 2024,03/05/2024,Transfer,Partner,Dog,Intact Female,2 months,Great Pyrenees,White
A903639,Thor,05/06/2024 05:27:00 PM,May 2024,01/01/2024,Adoption,,Dog,Neutered Male,4 months,Australian Cattle Dog/Labrador Retriever,Black/White
A903723,Ziggy,05/06/2024 05:30:00 PM,May 2024,05/02/2023,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/Cream
A903280,,05/06/2024 05:42:00 PM,May 2024,04/27/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White
A903517,A903517,05/06/2024 05:49:00 PM,May 2024,03/01/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tricolor
A903374,Benji,05/06/2024 05:52:00 PM,May 2024,04/08/2021,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A903543,,05/06/2024 05:56:00 PM,May 2024,02/15/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A903518,Princess,05/06/2024 05:57:00 PM,May 2024,03/01/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Buff
A901825,*Lil Cabbage,05/06/2024 06:03:00 PM,May 2024,04/09/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A903371,,05/06/2024 06:09:00 PM,May 2024,10/29/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue/White
A903746,Harley,05/06/2024 06:11:00 PM,May 2024,05/02/2021,Adoption,,Dog,Spayed Female,3 years,Dachshund/Chihuahua Shorthair,Black/Tan
A904088,,05/06/2024 06:23:00 PM,May 2024,04/17/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby
A903730,Benji,05/06/2024 06:26:00 PM,May 2024,02/16/2024,Adoption,,Dog,Neutered Male,2 months,Belgian Malinois Mix,Brown/Black
A903463,Aya,05/06/2024 06:32:00 PM,May 2024,04/29/2023,Return to Owner,,Dog,Spayed Female,1 year,Whippet Mix,Brown/Tricolor
A903465,Hendrix,05/06/2024 06:33:00 PM,May 2024,04/29/2023,Return to Owner,,Dog,Neutered Male,1 year,Whippet/Australian Cattle Dog,Black/Tricolor
A903797,Donkey,05/06/2024 06:34:00 PM,May 2024,02/20/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A903803,Twig,05/06/2024 06:35:00 PM,May 2024,02/20/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A903571,Nibbles,05/06/2024 06:45:00 PM,May 2024,02/06/2024,Adoption,,Dog,Neutered Male,2 months,Pit Bull/Labrador Retriever,Chocolate/White
A890107,Mike,05/06/2024 06:48:00 PM,May 2024,07/02/2023,Adoption,,Dog,Neutered Male,10 months,Pug/Chihuahua Shorthair,Brown
A902588,Rebel,05/06/2024 07:03:00 PM,May 2024,04/19/2021,Adoption,,Dog,Spayed Female,3 years,Pointer Mix,White/Tricolor
A903837,*Bastian,05/07/2024 10:25:00 AM,May 2024,05/03/2018,Euthanasia,Suffering,Dog,Intact Male,6 years,Siberian Husky,Black/White
A900548,Benny,05/07/2024 11:53:00 AM,May 2024,06/21/2023,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever,Tan/White
A902420,Robbie,05/07/2024 12:21:00 PM,May 2024,05/01/2020,Return to Owner,,Dog,Neutered Male,4 years,Labrador Retriever,White/Tan
A904103,,05/07/2024 01:16:00 PM,May 2024,05/07/2021,Transfer,Partner,Dog,Intact Male,3 years,Labrador Retriever Mix,Chocolate/White
A904027,Goofy,05/07/2024 01:29:00 PM,May 2024,11/07/2022,Return to Owner,,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Brown Brindle/Black
A904022,Mackenzie,05/07/2024 02:06:00 PM,May 2024,05/06/2021,Return to Owner,,Dog,Intact Female,3 years,Standard Poodle/Labrador Retriever,Black/White
A904023,Jacks,05/07/2024 02:06:00 PM,May 2024,05/06/2021,Return to Owner,,Dog,Intact Male,3 years,Standard Poodle/Labrador Retriever,Black/White
A903682,Kitty Kitty,05/07/2024 02:13:00 PM,May 2024,11/01/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Blue Tabby/White
A903533,Mr. Bubbles,05/07/2024 02:13:00 PM,May 2024,04/30/2021,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair,Blue/White
A903536,Barney,05/07/2024 02:14:00 PM,May 2024,04/30/2019,Transfer,Partner,Cat,Intact Male,5 years,Domestic Shorthair,Blue/White
A684061,Coco,05/07/2024 02:48:00 PM,May 2024,07/18/2012,Return to Owner,,Dog,Spayed Female,11 years,Rat Terrier/Chihuahua Shorthair,Tricolor
A903259,*Matilda,05/07/2024 03:08:00 PM,May 2024,10/27/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair,Tortie
A903451,,05/07/2024 03:36:00 PM,May 2024,04/29/2023,Transfer,Partner,Other,Intact Female,1 year,Guinea Pig,Calico
A903452,,05/07/2024 03:36:00 PM,May 2024,04/26/2024,Transfer,Partner,Other,Intact Female,1 weeks,Guinea Pig,Calico
A903453,,05/07/2024 03:36:00 PM,May 2024,04/29/2023,Transfer,Partner,Other,Intact Female,1 year,Guinea Pig,Black/White
A903582,Sj,05/07/2024 03:37:00 PM,May 2024,04/30/2020,Transfer,Partner,Other,Intact Female,4 years,Guinea Pig,White/Tricolor
A903581,Dj,05/07/2024 03:37:00 PM,May 2024,04/30/2021,Transfer,Partner,Other,Unknown,3 years,Guinea Pig,White/Gray
A903326,Dobby,05/07/2024 04:12:00 PM,May 2024,04/13/2023,Adoption,,Dog,Neutered Male,1 year,Doberman Pinsch,Brown/Tan
A903578,A903578,05/07/2024 04:25:00 PM,May 2024,02/21/2024,Adoption,,Dog,Neutered Male,2 months,Pit Bull/Labrador Retriever,Black/White
A903904,,05/07/2024 04:29:00 PM,May 2024,02/27/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Gray Tabby/White
A902823,Justice,05/07/2024 04:35:00 PM,May 2024,10/22/2022,Adoption,,Dog,Spayed Female,1 year,German Shepherd,Brown/Black
A904052,,05/07/2024 04:42:00 PM,May 2024,03/06/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A904051,,05/07/2024 04:52:00 PM,May 2024,03/06/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby
A903903,,05/07/2024 04:56:00 PM,May 2024,05/04/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby/White
A904175,350 Grams,05/07/2024 05:01:00 PM,May 2024,04/15/2024,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A904180,86 Grams,05/07/2024 05:01:00 PM,May 2024,05/06/2024,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair,Brown Tabby
A904183,,05/07/2024 05:01:00 PM,May 2024,04/22/2024,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby
A903195,Journey,05/07/2024 05:04:00 PM,May 2024,07/27/2023,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/White
A903476,*Reagan,05/07/2024 05:20:00 PM,May 2024,12/30/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,White/Orange Tabby
A903644,,05/07/2024 05:35:00 PM,May 2024,11/01/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A903722,,05/07/2024 05:56:00 PM,May 2024,05/02/2023,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Cream
A821093,*Frank,05/07/2024 05:58:00 PM,May 2024,01/30/2019,Adoption,,Dog,Neutered Male,5 years,Catahoula Mix,Brown Brindle/White
A903438,*Randy,05/07/2024 06:04:00 PM,May 2024,04/29/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A903086,*Troubadour,05/07/2024 06:24:00 PM,May 2024,04/25/2023,Adoption,,Dog,Neutered Male,1 year,Doberman Pinsch,Black/Red
A903690,Kosmo,05/07/2024 06:26:00 PM,May 2024,05/01/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A903620,,05/07/2024 06:47:00 PM,May 2024,05/01/2023,Adoption,,Cat,Spayed Female,1 year,Snowshoe,Chocolate Point/White
A903111,*Azure,05/07/2024 06:52:00 PM,May 2024,04/25/2021,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Blue
A904007,,05/07/2024 08:05:00 PM,May 2024,05/06/2023,Euthanasia,Rabies Risk,Other,Unknown,1 year,Fox,Brown/Red
A904139,,05/07/2024 08:05:00 PM,May 2024,05/07/2023,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown
A903355,Boca,05/08/2024 10:04:00 AM,May 2024,04/29/2020,Return to Owner,,Dog,Intact Female,4 years,English Bulldog Mix,Black Brindle/White
A903717,,05/08/2024 10:51:00 AM,May 2024,03/02/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby/White
A903908,Blu,05/08/2024 10:52:00 AM,May 2024,03/04/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A903901,Chip,05/08/2024 11:07:00 AM,May 2024,05/04/2014,Adoption,,Dog,Spayed Female,10 years,Yorkshire Terrier,Tan/Black
A901375,Bebop,05/08/2024 11:16:00 AM,May 2024,04/02/2022,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Blue/White
A900369,Toby,05/08/2024 11:21:00 AM,May 2024,03/19/2018,Return to Owner,,Dog,Neutered Male,6 years,Labrador Retriever,Brown/Brown
A903716,,05/08/2024 11:23:00 AM,May 2024,03/02/2024,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair,Brown Tabby
A900727,Fidget,05/08/2024 11:50:00 AM,May 2024,03/24/2021,Euthanasia,Court/Investigation,Dog,Intact Male,3 years,Pit Bull,Tan/White
A827270,Billy,05/08/2024 11:52:00 AM,May 2024,03/23/2018,Euthanasia,Court/Investigation,Dog,Intact Male,6 years,Pit Bull,White/Brown Brindle
A896271,,05/08/2024 01:00:00 PM,May 2024,01/12/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A903833,,05/08/2024 01:02:00 PM,May 2024,05/03/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby
A904053,*Steely,05/08/2024 01:06:00 PM,May 2024,05/06/2022,Adoption,,Other,Intact Male,2 years,Guinea Pig,Brown
A904054,*Dan,05/08/2024 01:06:00 PM,May 2024,05/06/2022,Adoption,,Other,Intact Male,2 years,Guinea Pig,Brown/White
A902032,Sparrow,05/08/2024 01:06:00 PM,May 2024,02/11/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A901273,Baxter,05/08/2024 01:51:00 PM,May 2024,03/31/2022,Adoption,,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle/Brown Merle
A896356,*Heidi,05/08/2024 02:27:00 PM,May 2024,01/14/2019,Adoption,,Dog,Spayed Female,5 years,German Shepherd Mix,Brown/Black
A903797,Donkey,05/08/2024 03:08:00 PM,May 2024,02/20/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A901342,Panther,05/08/2024 03:47:00 PM,May 2024,04/01/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A899524,*Casper,05/08/2024 04:01:00 PM,May 2024,01/25/2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Seal Point
A903540,Freddy,05/08/2024 04:03:00 PM,May 2024,03/01/2024,Adoption,,Dog,Neutered Male,2 months,Rat Terrier,Tricolor
A903873,Kraft Single (Cheese),05/08/2024 04:47:00 PM,May 2024,05/03/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A903863,Sushi,05/08/2024 04:59:00 PM,May 2024,05/03/2021,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Blue Tabby
A903726,*Pumpkin,05/08/2024 05:13:00 PM,May 2024,05/02/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A898633,Draxx,05/08/2024 06:13:00 PM,May 2024,02/20/2022,Return to Owner,,Dog,Neutered Male,2 years,Boxer,Brown Brindle/White
A904205,,05/08/2024 06:20:00 PM,May 2024,04/08/2024,Transfer,Partner,Dog,Intact Male,4 weeks,Australian Cattle Dog Mix,Chocolate/Tan
A904296,,05/08/2024 06:56:00 PM,May 2024,04/15/2024,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair,Black/White
A904065,,05/09/2024 08:40:00 AM,May 2024,05/06/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A904063,,05/09/2024 08:40:00 AM,May 2024,05/06/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A903819,,05/09/2024 08:41:00 AM,May 2024,05/03/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Gray Tabby
A904060,,05/09/2024 08:41:00 AM,May 2024,05/06/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby/White
A899652,*Ophelia,05/09/2024 08:41:00 AM,May 2024,03/07/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Black
A903087,,05/09/2024 08:49:00 AM,May 2024,04/25/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,White/Orange Tabby
A903612,,05/09/2024 09:03:00 AM,May 2024,05/01/2022,Return to Owner,Prc,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A899636,Wednesday,05/09/2024 09:37:00 AM,May 2024,03/07/2022,Adoption,Foster,Dog,Spayed Female,2 years,Vizsla Mix,Red
A899587,*Clover,05/09/2024 09:42:00 AM,May 2024,01/22/2024,Adoption,Foster,Dog,Spayed Female,3 months,Boxer/Pit Bull,Tan/Black
A889709,Nala,05/09/2024 09:46:00 AM,May 2024,09/26/2020,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,Blue/White
A894333,Tj,05/09/2024 09:55:00 AM,May 2024,12/06/2021,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A813344,Lucy,05/09/2024 10:00:00 AM,May 2024,10/08/2019,Adoption,Foster,Dog,Spayed Female,4 years,German Shepherd Mix,Black/Tricolor
A871906,*Lansom,05/09/2024 10:04:00 AM,May 2024,02/06/2021,Adoption,Foster,Dog,Neutered Male,3 years,Blue Lacy Mix,Tricolor/Tan
A901607,*Isabel,05/09/2024 10:14:00 AM,May 2024,04/05/2016,Adoption,Foster,Dog,Spayed Female,8 years,Australian Shepherd/Belgian Tervuren,Tricolor/Black
